Year,State,Description,value
2007,Arizona,Compensation (millions of dollars),142619.1
2007,Arkansas,Chain-type quantity indexes for real GDP,99.183
2007,Arkansas,Compensation (millions of dollars),53637.6
2007,California,Chain-type quantity indexes for real GDP,96.597
2007,California,Compensation (millions of dollars),1029657.7
2007,Colorado,Chain-type quantity indexes for real GDP,96.411
2007,Colorado,Compensation (millions of dollars),135559.9
2007,Connecticut,Chain-type quantity indexes for real GDP,107.074
2007,Connecticut,Compensation (millions of dollars),122630.9
2007,Delaware,Chain-type quantity indexes for real GDP,96.99
2007,Delaware,Compensation (millions of dollars),26096.7
2007,District of Columbia,Chain-type quantity indexes for real GDP,91.603
2007,District of Columbia,Compensation (millions of dollars),64695
2007,Florida,Chain-type quantity indexes for real GDP,109.184
2007,Florida,Compensation (millions of dollars),417548.4
2007,Georgia,Chain-type quantity indexes for real GDP,101.818
2007,Georgia,Compensation (millions of dollars),226913
2007,Hawaii,Chain-type quantity indexes for real GDP,97.462
2007,Hawaii,Compensation (millions of dollars),35763.5
2007,Idaho,Chain-type quantity indexes for real GDP,100.595
2007,Idaho,Compensation (millions of dollars),29989
2007,Illinois,Chain-type quantity indexes for real GDP,98.103
2007,Illinois,Compensation (millions of dollars),368751.6
2007,Indiana,Chain-type quantity indexes for real GDP,101.189
2007,Indiana,Compensation (millions of dollars),145418.1
2007,Iowa,Chain-type quantity indexes for real GDP,96.419
2007,Iowa,Compensation (millions of dollars),69086.1
2007,Kansas,Chain-type quantity indexes for real GDP,96.669
2007,Kansas,Compensation (millions of dollars),68161.4
2007,Kentucky,Chain-type quantity indexes for real GDP,97.903
2007,Kentucky,Compensation (millions of dollars),88857.5
2007,Louisiana,Chain-type quantity indexes for real GDP,97.869
2007,Louisiana,Compensation (millions of dollars),96452.8
2007,Maine,Chain-type quantity indexes for real GDP,103.13
2007,Maine,Compensation (millions of dollars),28867.9
2007,Maryland,Chain-type quantity indexes for real GDP,92.251
2007,Maryland,Compensation (millions of dollars),164466.6
2007,Massachusetts,Chain-type quantity indexes for real GDP,91.76
2007,Massachusetts,Compensation (millions of dollars),223265.4
2007,Michigan,Chain-type quantity indexes for real GDP,105.738
2007,Michigan,Compensation (millions of dollars),234224.6
2007,Minnesota,Chain-type quantity indexes for real GDP,95.968
2007,Minnesota,Compensation (millions of dollars),151595.3
2007,Mississippi,Chain-type quantity indexes for real GDP,99.764
2007,Mississippi,Compensation (millions of dollars),50357.4
2007,Missouri,Chain-type quantity indexes for real GDP,98.584
2007,Missouri,Compensation (millions of dollars),140960.9
2007,Montana,Chain-type quantity indexes for real GDP,95.507
2007,Montana,Compensation (millions of dollars),18915.7
2007,Nebraska,Chain-type quantity indexes for real GDP,91.419
2007,Nebraska,Compensation (millions of dollars),44915.7
2007,Nevada,Chain-type quantity indexes for real GDP,111.441
2007,Nevada,Compensation (millions of dollars),69827.7
2007,New Hampshire,Chain-type quantity indexes for real GDP,97.599
2007,New Hampshire,Compensation (millions of dollars),34975.2
2007,New Jersey,Chain-type quantity indexes for real GDP,100.716
2007,New Jersey,Compensation (millions of dollars),268815.1
2007,New Mexico,Chain-type quantity indexes for real GDP,98.651
2007,New Mexico,Compensation (millions of dollars),40330.2
2007,New York,Chain-type quantity indexes for real GDP,90.99
2007,New York,Compensation (millions of dollars),639525
2007,North Carolina,Chain-type quantity indexes for real GDP,98.622
2007,North Carolina,Compensation (millions of dollars),214560.7
2007,North Dakota,Chain-type quantity indexes for real GDP,61.78
2007,North Dakota,Compensation (millions of dollars),15254.7
2007,Ohio,Chain-type quantity indexes for real GDP,100.181
2007,Ohio,Compensation (millions of dollars),279928
2007,Oklahoma,Chain-type quantity indexes for real GDP,89.332
2007,Oklahoma,Compensation (millions of dollars),73548.7
2007,Oregon,Chain-type quantity indexes for real GDP,96.772
2007,Oregon,Compensation (millions of dollars),91582.9
2007,Pennsylvania,Chain-type quantity indexes for real GDP,95.275
2007,Pennsylvania,Compensation (millions of dollars),320449.7
2007,Rhode Island,Chain-type quantity indexes for real GDP,99.779
2007,Rhode Island,Compensation (millions of dollars),26870.5
2007,South Carolina,Chain-type quantity indexes for real GDP,100.482
2007,South Carolina,Compensation (millions of dollars),91811
2007,South Dakota,Chain-type quantity indexes for real GDP,86.001
2007,South Dakota,Compensation (millions of dollars),16460.4
2007,Tennessee,Chain-type quantity indexes for real GDP,95.419
2007,Tennessee,Compensation (millions of dollars),137306.9
2007,Texas,Chain-type quantity indexes for real GDP,90.502
2007,Texas,Compensation (millions of dollars),576985.7
2007,Utah,Chain-type quantity indexes for real GDP,95.617
2007,Utah,Compensation (millions of dollars),61237.7
2007,Vermont,Chain-type quantity indexes for real GDP,91.948
2007,Vermont,Compensation (millions of dollars),14690.8
2007,Virginia,Chain-type quantity indexes for real GDP,95.284
2007,Virginia,Compensation (millions of dollars),229262.5
2007,Washington,Chain-type quantity indexes for real GDP,93.172
2007,Washington,Compensation (millions of dollars),180867.8
2007,West Virginia,Chain-type quantity indexes for real GDP,95.445
2007,West Virginia,Compensation (millions of dollars),32067
2007,Wisconsin,Chain-type quantity indexes for real GDP,97.411
2007,Wisconsin,Compensation (millions of dollars),143207.1
2007,Wyoming,Chain-type quantity indexes for real GDP,104.573
2007,Wyoming,Compensation (millions of dollars),14895.4
2008,Alabama,Chain-type quantity indexes for real GDP,98.785
2008,Alabama,Compensation (millions of dollars),97634.2
2008,Alaska,Chain-type quantity indexes for real GDP,87.936
2008,Alaska,Compensation (millions of dollars),21813.1
2008,Arizona,Chain-type quantity indexes for real GDP,103.452
2008,Arizona,Compensation (millions of dollars),143884.3
2008,Arkansas,Chain-type quantity indexes for real GDP,98.197
2008,Arkansas,Compensation (millions of dollars),54778.2
2008,California,Chain-type quantity indexes for real GDP,97.565
2008,California,Compensation (millions of dollars),1042144.9
2008,Colorado,Chain-type quantity indexes for real GDP,97.89
2008,Colorado,Compensation (millions of dollars),140506.9
2008,Connecticut,Chain-type quantity indexes for real GDP,106.992
2008,Connecticut,Compensation (millions of dollars),124157.2
2008,Delaware,Chain-type quantity indexes for real GDP,94.068
2008,Delaware,Compensation (millions of dollars),26254.3
2008,District of Columbia,Chain-type quantity indexes for real GDP,95.196
2008,District of Columbia,Compensation (millions of dollars),67798.5
2008,Florida,Chain-type quantity indexes for real GDP,104.82
2008,Florida,Compensation (millions of dollars),414893.5
2008,Georgia,Chain-type quantity indexes for real GDP,99.553
2008,Georgia,Compensation (millions of dollars),228942.1
2008,Hawaii,Chain-type quantity indexes for real GDP,97.991
2008,Hawaii,Compensation (millions of dollars),36819.9
2008,Idaho,Chain-type quantity indexes for real GDP,103.404
2008,Idaho,Compensation (millions of dollars),29946.1
2008,Illinois,Chain-type quantity indexes for real GDP,97.277
2008,Illinois,Compensation (millions of dollars),375336.6
2008,Indiana,Chain-type quantity indexes for real GDP,100.149
2008,Indiana,Compensation (millions of dollars),147507.5
2008,Iowa,Chain-type quantity indexes for real GDP,94.54
2008,Iowa,Compensation (millions of dollars),71693.1
2008,Kansas,Chain-type quantity indexes for real GDP,98.391
2008,Kansas,Compensation (millions of dollars),71307.2
2008,Kentucky,Chain-type quantity indexes for real GDP,97.567
2008,Kentucky,Compensation (millions of dollars),91397.9
2008,Louisiana,Chain-type quantity indexes for real GDP,98.626
2008,Louisiana,Compensation (millions of dollars),102562.4
2008,Maine,Chain-type quantity indexes for real GDP,101.815
2008,Maine,Compensation (millions of dollars),29678.5
2008,Maryland,Chain-type quantity indexes for real GDP,94.657
2008,Maryland,Compensation (millions of dollars),168815.4
2008,Massachusetts,Chain-type quantity indexes for real GDP,93.679
2008,Massachusetts,Compensation (millions of dollars),230268.8
2008,Michigan,Chain-type quantity indexes for real GDP,99.594
2008,Michigan,Compensation (millions of dollars),232215.8
2008,Minnesota,Chain-type quantity indexes for real GDP,96.679
2008,Minnesota,Compensation (millions of dollars),156463.7
2008,Mississippi,Chain-type quantity indexes for real GDP,101.323
2008,Mississippi,Compensation (millions of dollars),52180.1
2008,Missouri,Chain-type quantity indexes for real GDP,100.7
2008,Missouri,Compensation (millions of dollars),146847.8
2008,Montana,Chain-type quantity indexes for real GDP,95.584
2008,Montana,Compensation (millions of dollars),19576.2
2008,Nebraska,Chain-type quantity indexes for real GDP,91.35
2008,Nebraska,Compensation (millions of dollars),46580.5
2008,Nevada,Chain-type quantity indexes for real GDP,108.229
2008,Nevada,Compensation (millions of dollars),69907.3
2008,New Hampshire,Chain-type quantity indexes for real GDP,96.14
2008,New Hampshire,Compensation (millions of dollars),35836
2008,New Jersey,Chain-type quantity indexes for real GDP,103.346
2008,New Jersey,Compensation (millions of dollars),273764.6
2008,New Mexico,Chain-type quantity indexes for real GDP,98.908
2008,New Mexico,Compensation (millions of dollars),42132.8
2008,New York,Chain-type quantity indexes for real GDP,89.599
2008,New York,Compensation (millions of dollars),655797.9
2008,North Carolina,Chain-type quantity indexes for real GDP,101.223
2008,North Carolina,Compensation (millions of dollars),219325.4
2008,North Dakota,Chain-type quantity indexes for real GDP,66.091
2008,North Dakota,Compensation (millions of dollars),16463.9
2008,Ohio,Chain-type quantity indexes for real GDP,98.421
2008,Ohio,Compensation (millions of dollars),282468.5
2008,Oklahoma,Chain-type quantity indexes for real GDP,92.859
2008,Oklahoma,Compensation (millions of dollars),77534.9
2008,Oregon,Chain-type quantity indexes for real GDP,99.42
2008,Oregon,Compensation (millions of dollars),92977
2008,Pennsylvania,Chain-type quantity indexes for real GDP,97.204
2008,Pennsylvania,Compensation (millions of dollars),328393
2008,Rhode Island,Chain-type quantity indexes for real GDP,98.046
2008,Rhode Island,Compensation (millions of dollars),27202.5
2008,South Carolina,Chain-type quantity indexes for real GDP,99.409
2008,South Carolina,Compensation (millions of dollars),94351.5
2008,South Dakota,Chain-type quantity indexes for real GDP,89.019
2008,South Dakota,Compensation (millions of dollars),17321.3
2008,Tennessee,Chain-type quantity indexes for real GDP,95.889
2008,Tennessee,Compensation (millions of dollars),139927
2008,Texas,Chain-type quantity indexes for real GDP,90.213
2008,Texas,Compensation (millions of dollars),604043.8
2008,Utah,Chain-type quantity indexes for real GDP,95.918
2008,Utah,Compensation (millions of dollars),63045
2008,Vermont,Chain-type quantity indexes for real GDP,94.929
2008,Vermont,Compensation (millions of dollars),15240.9
2008,Virginia,Chain-type quantity indexes for real GDP,96.691
2008,Virginia,Compensation (millions of dollars),235748.2
2008,Washington,Chain-type quantity indexes for real GDP,95.196
2008,Washington,Compensation (millions of dollars),188007.5
2008,West Virginia,Chain-type quantity indexes for real GDP,97.386
2008,West Virginia,Compensation (millions of dollars),33786
2008,Wisconsin,Chain-type quantity indexes for real GDP,96.218
2008,Wisconsin,Compensation (millions of dollars),147115.8
2008,Wyoming,Chain-type quantity indexes for real GDP,110.327
2008,Wyoming,Compensation (millions of dollars),16192.4
2009,Alabama,Chain-type quantity indexes for real GDP,95.488
2009,Alabama,Compensation (millions of dollars),95327.1
2009,Alaska,Chain-type quantity indexes for real GDP,96.451
2009,Alaska,Compensation (millions of dollars),22533.6
2009,Arizona,Chain-type quantity indexes for real GDP,94.864
2009,Arizona,Compensation (millions of dollars),135101.1
2009,Arkansas,Chain-type quantity indexes for real GDP,94.935
2009,Arkansas,Compensation (millions of dollars),54260.1
2009,California,Chain-type quantity indexes for real GDP,94.432
2009,California,Compensation (millions of dollars),990073
2009,Colorado,Chain-type quantity indexes for real GDP,95.717
2009,Colorado,Compensation (millions of dollars),136685.9
2009,Connecticut,Chain-type quantity indexes for real GDP,101.653
2009,Connecticut,Compensation (millions of dollars),118313.2
2009,Delaware,Chain-type quantity indexes for real GDP,98.658
2009,Delaware,Compensation (millions of dollars),25197.3
2009,District of Columbia,Chain-type quantity indexes for real GDP,94.416
2009,District of Columbia,Compensation (millions of dollars),69085.1
2009,Florida,Chain-type quantity indexes for real GDP,98.782
2009,Florida,Compensation (millions of dollars),392861
2009,Georgia,Chain-type quantity indexes for real GDP,95.751
2009,Georgia,Compensation (millions of dollars),221382.9
2009,Hawaii,Chain-type quantity indexes for real GDP,94.468
2009,Hawaii,Compensation (millions of dollars),36021.9
2009,Idaho,Chain-type quantity indexes for real GDP,98.292
2009,Idaho,Compensation (millions of dollars),28599.8
2009,Illinois,Chain-type quantity indexes for real GDP,94.736
2009,Illinois,Compensation (millions of dollars),358700.7
2009,Indiana,Chain-type quantity indexes for real GDP,93.014
2009,Indiana,Compensation (millions of dollars),138300.2
2009,Iowa,Chain-type quantity indexes for real GDP,92.207
2009,Iowa,Compensation (millions of dollars),70609.8
2009,Kansas,Chain-type quantity indexes for real GDP,94.647
2009,Kansas,Compensation (millions of dollars),68625.3
2009,Kentucky,Chain-type quantity indexes for real GDP,93.578
2009,Kentucky,Compensation (millions of dollars),88539
2009,Louisiana,Chain-type quantity indexes for real GDP,100.436
2009,Louisiana,Compensation (millions of dollars),101700
2009,Maine,Chain-type quantity indexes for real GDP,99.908
2009,Maine,Compensation (millions of dollars),28902.7
2009,Maryland,Chain-type quantity indexes for real GDP,93.63
2009,Maryland,Compensation (millions of dollars),169085.4
2009,Massachusetts,Chain-type quantity indexes for real GDP,91.94
2009,Massachusetts,Compensation (millions of dollars),221632.3
2009,Michigan,Chain-type quantity indexes for real GDP,90.643
2009,Michigan,Compensation (millions of dollars),214913.8
2009,Minnesota,Chain-type quantity indexes for real GDP,93.016
2009,Minnesota,Compensation (millions of dollars),148866.6
2009,Mississippi,Chain-type quantity indexes for real GDP,97.563
2009,Mississippi,Compensation (millions of dollars),50720
2009,Missouri,Chain-type quantity indexes for real GDP,98.269
2009,Missouri,Compensation (millions of dollars),141830.5
2009,Montana,Chain-type quantity indexes for real GDP,93.322
2009,Montana,Compensation (millions of dollars),19166.5
2009,Nebraska,Chain-type quantity indexes for real GDP,91.484
2009,Nebraska,Compensation (millions of dollars),46210.1
2009,Nevada,Chain-type quantity indexes for real GDP,99.171
2009,Nevada,Compensation (millions of dollars),64368.5
2009,New Hampshire,Chain-type quantity indexes for real GDP,94.927
2009,New Hampshire,Compensation (millions of dollars),35081.3
2009,New Jersey,Chain-type quantity indexes for real GDP,98
2009,New Jersey,Compensation (millions of dollars),265307.3
2009,New Mexico,Chain-type quantity indexes for real GDP,100.165
2009,New Mexico,Compensation (millions of dollars),41313.6
2009,New York,Chain-type quantity indexes for real GDP,92.655
2009,New York,Compensation (millions of dollars),618793
2009,North Carolina,Chain-type quantity indexes for real GDP,97.048
2009,North Carolina,Compensation (millions of dollars),211313.4
2009,North Dakota,Chain-type quantity indexes for real GDP,67.997
2009,North Dakota,Compensation (millions of dollars),16940.7
2009,Ohio,Chain-type quantity indexes for real GDP,93.648
2009,Ohio,Compensation (millions of dollars),268456.3
2009,Oklahoma,Chain-type quantity indexes for real GDP,91.547
2009,Oklahoma,Compensation (millions of dollars),75579.5
2009,Oregon,Chain-type quantity indexes for real GDP,94.798
2009,Oregon,Compensation (millions of dollars),88733.4
2009,Pennsylvania,Chain-type quantity indexes for real GDP,94.169
2009,Pennsylvania,Compensation (millions of dollars),321399.5
2009,Rhode Island,Chain-type quantity indexes for real GDP,96.94
2009,Rhode Island,Compensation (millions of dollars),26181.7
2009,South Carolina,Chain-type quantity indexes for real GDP,95.065
2009,South Carolina,Compensation (millions of dollars),90405.4
2009,South Dakota,Chain-type quantity indexes for real GDP,91.084
2009,South Dakota,Compensation (millions of dollars),17206.9
2009,Tennessee,Chain-type quantity indexes for real GDP,92.455
2009,Tennessee,Compensation (millions of dollars),133172.7
2009,Texas,Chain-type quantity indexes for real GDP,89.876
2009,Texas,Compensation (millions of dollars),590547.4
2009,Utah,Chain-type quantity indexes for real GDP,93.76
2009,Utah,Compensation (millions of dollars),60966.8
2009,Vermont,Chain-type quantity indexes for real GDP,93.094
2009,Vermont,Compensation (millions of dollars),14837.5
2009,Virginia,Chain-type quantity indexes for real GDP,95.891
2009,Virginia,Compensation (millions of dollars),236324.7
2009,Washington,Chain-type quantity indexes for real GDP,92.412
2009,Washington,Compensation (millions of dollars),183382
2009,West Virginia,Chain-type quantity indexes for real GDP,96.97
2009,West Virginia,Compensation (millions of dollars),33706.2
2009,Wisconsin,Chain-type quantity indexes for real GDP,93.379
2009,Wisconsin,Compensation (millions of dollars),142788.7
2009,Wyoming,Chain-type quantity indexes for real GDP,106.926
2009,Wyoming,Compensation (millions of dollars),15257.7
2010,Alabama,Chain-type quantity indexes for real GDP,97.599
2010,Alabama,Compensation (millions of dollars),96804
2010,Alaska,Chain-type quantity indexes for real GDP,93.682
2010,Alaska,Compensation (millions of dollars),23170.8
2010,Arizona,Chain-type quantity indexes for real GDP,95.899
2010,Arizona,Compensation (millions of dollars),134483.2
2010,Arkansas,Chain-type quantity indexes for real GDP,97.391
2010,Arkansas,Compensation (millions of dollars),55258.1
2010,California,Chain-type quantity indexes for real GDP,96.352
2010,California,Compensation (millions of dollars),1010508.8
2010,Colorado,Chain-type quantity indexes for real GDP,96.762
2010,Colorado,Compensation (millions of dollars),138375.6
2010,Connecticut,Chain-type quantity indexes for real GDP,101.429
2010,Connecticut,Compensation (millions of dollars),120487.2
2010,Delaware,Chain-type quantity indexes for real GDP,97.149
2010,Delaware,Compensation (millions of dollars),25509.5
2010,District of Columbia,Chain-type quantity indexes for real GDP,98.065
2010,District of Columbia,Compensation (millions of dollars),72796
2010,Florida,Chain-type quantity indexes for real GDP,99.55
2010,Florida,Compensation (millions of dollars),397666.1
2010,Georgia,Chain-type quantity indexes for real GDP,96.865
2010,Georgia,Compensation (millions of dollars),223589.2
2010,Hawaii,Chain-type quantity indexes for real GDP,96.833
2010,Hawaii,Compensation (millions of dollars),36556.1
2010,Idaho,Chain-type quantity indexes for real GDP,99.928
2010,Idaho,Compensation (millions of dollars),28902.7
2010,Illinois,Chain-type quantity indexes for real GDP,96.115
2010,Illinois,Compensation (millions of dollars),362460.9
2010,Indiana,Chain-type quantity indexes for real GDP,99.003
2010,Indiana,Compensation (millions of dollars),142246.9
2010,Iowa,Chain-type quantity indexes for real GDP,94.708
2010,Iowa,Compensation (millions of dollars),71824
2010,Kansas,Chain-type quantity indexes for real GDP,95.702
2010,Kansas,Compensation (millions of dollars),69941.1
2010,Kentucky,Chain-type quantity indexes for real GDP,97.551
2010,Kentucky,Compensation (millions of dollars),91544.7
2010,Louisiana,Chain-type quantity indexes for real GDP,104.865
2010,Louisiana,Compensation (millions of dollars),104420.2
2010,Maine,Chain-type quantity indexes for real GDP,101.165
2010,Maine,Compensation (millions of dollars),29226.8
2010,Maryland,Chain-type quantity indexes for real GDP,97.849
2010,Maryland,Compensation (millions of dollars),173290.2
2010,Massachusetts,Chain-type quantity indexes for real GDP,96.134
2010,Massachusetts,Compensation (millions of dollars),229648
2010,Michigan,Chain-type quantity indexes for real GDP,95.629
2010,Michigan,Compensation (millions of dollars),218410.4
2010,Minnesota,Chain-type quantity indexes for real GDP,96.25
2010,Minnesota,Compensation (millions of dollars),153124.6
2010,Mississippi,Chain-type quantity indexes for real GDP,98.161
2010,Mississippi,Compensation (millions of dollars),51211
2010,Missouri,Chain-type quantity indexes for real GDP,99.705
2010,Missouri,Compensation (millions of dollars),142433.3
2010,Montana,Chain-type quantity indexes for real GDP,96.346
2010,Montana,Compensation (millions of dollars),19652.9
2010,Nebraska,Chain-type quantity indexes for real GDP,94.88
2010,Nebraska,Compensation (millions of dollars),46521.3
2010,Nevada,Chain-type quantity indexes for real GDP,100.399
2010,Nevada,Compensation (millions of dollars),63272.3
2010,New Hampshire,Chain-type quantity indexes for real GDP,97.997
2010,New Hampshire,Compensation (millions of dollars),35657.9
2010,New Jersey,Chain-type quantity indexes for real GDP,99.366
2010,New Jersey,Compensation (millions of dollars),267828
2010,New Mexico,Chain-type quantity indexes for real GDP,99.642
2010,New Mexico,Compensation (millions of dollars),41978.8
2010,New York,Chain-type quantity indexes for real GDP,96.178
2010,New York,Compensation (millions of dollars),644162.3
2010,North Carolina,Chain-type quantity indexes for real GDP,98.369
2010,North Carolina,Compensation (millions of dollars),216396.7
2010,North Dakota,Chain-type quantity indexes for real GDP,73.153
2010,North Dakota,Compensation (millions of dollars),18296.5
2010,Ohio,Chain-type quantity indexes for real GDP,96.013
2010,Ohio,Compensation (millions of dollars),273353.6
2010,Oklahoma,Chain-type quantity indexes for real GDP,91.817
2010,Oklahoma,Compensation (millions of dollars),77859.9
2010,Oregon,Chain-type quantity indexes for real GDP,96.921
2010,Oregon,Compensation (millions of dollars),89680.7
2010,Pennsylvania,Chain-type quantity indexes for real GDP,96.882
2010,Pennsylvania,Compensation (millions of dollars),329319.6
2010,Rhode Island,Chain-type quantity indexes for real GDP,99.515
2010,Rhode Island,Compensation (millions of dollars),27214.9
2010,South Carolina,Chain-type quantity indexes for real GDP,96.911
2010,South Carolina,Compensation (millions of dollars),91620.9
2010,South Dakota,Chain-type quantity indexes for real GDP,91.955
2010,South Dakota,Compensation (millions of dollars),17834
2010,Tennessee,Chain-type quantity indexes for real GDP,93.752
2010,Tennessee,Compensation (millions of dollars),136247.6
2010,Texas,Chain-type quantity indexes for real GDP,92.174
2010,Texas,Compensation (millions of dollars),609315.7
2010,Utah,Chain-type quantity indexes for real GDP,95.668
2010,Utah,Compensation (millions of dollars),61745.1
2010,Vermont,Chain-type quantity indexes for real GDP,97.136
2010,Vermont,Compensation (millions of dollars),15087.6
2010,Virginia,Chain-type quantity indexes for real GDP,98.939
2010,Virginia,Compensation (millions of dollars),241576.3
2010,Washington,Chain-type quantity indexes for real GDP,95.121
2010,Washington,Compensation (millions of dollars),187194.6
2010,West Virginia,Chain-type quantity indexes for real GDP,98.338
2010,West Virginia,Compensation (millions of dollars),34244.3
2010,Wisconsin,Chain-type quantity indexes for real GDP,96.292
2010,Wisconsin,Compensation (millions of dollars),144048.7
2010,Wyoming,Chain-type quantity indexes for real GDP,103.092
2010,Wyoming,Compensation (millions of dollars),15522.9
2011,Alabama,Chain-type quantity indexes for real GDP,99.134
2011,Alabama,Compensation (millions of dollars),98890.3
2011,Alaska,Chain-type quantity indexes for real GDP,94.847
2011,Alaska,Compensation (millions of dollars),24458.4
2011,Arizona,Chain-type quantity indexes for real GDP,98.033
2011,Arizona,Compensation (millions of dollars),139617.8
2011,Arkansas,Chain-type quantity indexes for real GDP,99.484
2011,Arkansas,Compensation (millions of dollars),56870
2011,California,Chain-type quantity indexes for real GDP,97.668
2011,California,Compensation (millions of dollars),1059293.2
2011,Colorado,Chain-type quantity indexes for real GDP,98.15
2011,Colorado,Compensation (millions of dollars),143060
2011,Connecticut,Chain-type quantity indexes for real GDP,99.016
2011,Connecticut,Compensation (millions of dollars),124608.4
2011,Delaware,Chain-type quantity indexes for real GDP,100.906
2011,Delaware,Compensation (millions of dollars),26691.5
2011,District of Columbia,Chain-type quantity indexes for real GDP,99.545
2011,District of Columbia,Compensation (millions of dollars),75879.7
2011,Florida,Chain-type quantity indexes for real GDP,99.162
2011,Florida,Compensation (millions of dollars),405488.7
2011,Georgia,Chain-type quantity indexes for real GDP,98.629
2011,Georgia,Compensation (millions of dollars),231955.3
2011,Hawaii,Chain-type quantity indexes for real GDP,98.25
2011,Hawaii,Compensation (millions of dollars),38155.4
2011,Idaho,Chain-type quantity indexes for real GDP,99.832
2011,Idaho,Compensation (millions of dollars),29302.5
2011,Illinois,Chain-type quantity indexes for real GDP,97.919
2011,Illinois,Compensation (millions of dollars),377501.1
2011,Indiana,Chain-type quantity indexes for real GDP,99.518
2011,Indiana,Compensation (millions of dollars),147746.5
2011,Iowa,Chain-type quantity indexes for real GDP,96.15
2011,Iowa,Compensation (millions of dollars),74054.8
2011,Kansas,Chain-type quantity indexes for real GDP,98.421
2011,Kansas,Compensation (millions of dollars),72450
2011,Kentucky,Chain-type quantity indexes for real GDP,98.654
2011,Kentucky,Compensation (millions of dollars),94536.2
2011,Louisiana,Chain-type quantity indexes for real GDP,99.826
2011,Louisiana,Compensation (millions of dollars),106156.3
2011,Maine,Chain-type quantity indexes for real GDP,100.204
2011,Maine,Compensation (millions of dollars),29665.3
2011,Maryland,Chain-type quantity indexes for real GDP,99.974
2011,Maryland,Compensation (millions of dollars),180282.5
2011,Massachusetts,Chain-type quantity indexes for real GDP,98.098
2011,Massachusetts,Compensation (millions of dollars),240554.1
2011,Michigan,Chain-type quantity indexes for real GDP,98.141
2011,Michigan,Compensation (millions of dollars),228032.5
2011,Minnesota,Chain-type quantity indexes for real GDP,98.476
2011,Minnesota,Compensation (millions of dollars),160068.6
2011,Mississippi,Chain-type quantity indexes for real GDP,98.076
2011,Mississippi,Compensation (millions of dollars),52015.9
2011,Missouri,Chain-type quantity indexes for real GDP,98.895
2011,Missouri,Compensation (millions of dollars),144385.6
2011,Montana,Chain-type quantity indexes for real GDP,98.901
2011,Montana,Compensation (millions of dollars),20628
2011,Nebraska,Chain-type quantity indexes for real GDP,99.865
2011,Nebraska,Compensation (millions of dollars),47836.9
2011,Nevada,Chain-type quantity indexes for real GDP,101.071
2011,Nevada,Compensation (millions of dollars),63760.1
2011,New Hampshire,Chain-type quantity indexes for real GDP,98.629
2011,New Hampshire,Compensation (millions of dollars),36919.3
2011,New Jersey,Chain-type quantity indexes for real GDP,98.145
2011,New Jersey,Compensation (millions of dollars),272747.2
2011,New Mexico,Chain-type quantity indexes for real GDP,99.622
2011,New Mexico,Compensation (millions of dollars),42979.6
2011,New York,Chain-type quantity indexes for real GDP,96.333
2011,New York,Compensation (millions of dollars),665960.6
2011,North Carolina,Chain-type quantity indexes for real GDP,99.594
2011,North Carolina,Compensation (millions of dollars),222349.3
2011,North Dakota,Chain-type quantity indexes for real GDP,81.688
2011,North Dakota,Compensation (millions of dollars),20899.8
2011,Ohio,Chain-type quantity indexes for real GDP,99.164
2011,Ohio,Compensation (millions of dollars),284931.9
2011,Oklahoma,Chain-type quantity indexes for real GDP,95.112
2011,Oklahoma,Compensation (millions of dollars),82376.3
2011,Oregon,Chain-type quantity indexes for real GDP,99.554
2011,Oregon,Compensation (millions of dollars),93015.9
2011,Pennsylvania,Chain-type quantity indexes for real GDP,98.331
2011,Pennsylvania,Compensation (millions of dollars),341988.6
2011,Rhode Island,Chain-type quantity indexes for real GDP,99.412
2011,Rhode Island,Compensation (millions of dollars),27573.2
2011,South Carolina,Chain-type quantity indexes for real GDP,99.136
2011,South Carolina,Compensation (millions of dollars),95523.3
2011,South Dakota,Chain-type quantity indexes for real GDP,98.059
2011,South Dakota,Compensation (millions of dollars),18677.3
2011,Tennessee,Chain-type quantity indexes for real GDP,96.702
2011,Tennessee,Compensation (millions of dollars),141610.6
2011,Texas,Chain-type quantity indexes for real GDP,95.245
2011,Texas,Compensation (millions of dollars),642776.9
2011,Utah,Chain-type quantity indexes for real GDP,98.826
2011,Utah,Compensation (millions of dollars),65045.6
2011,Vermont,Chain-type quantity indexes for real GDP,99.221
2011,Vermont,Compensation (millions of dollars),15757.9
2011,Virginia,Chain-type quantity indexes for real GDP,99.622
2011,Virginia,Compensation (millions of dollars),247186.5
2011,Washington,Chain-type quantity indexes for real GDP,96.808
2011,Washington,Compensation (millions of dollars),194176.3
2011,West Virginia,Chain-type quantity indexes for real GDP,100.056
2011,West Virginia,Compensation (millions of dollars),35987.6
2011,Wisconsin,Chain-type quantity indexes for real GDP,98.45
2011,Wisconsin,Compensation (millions of dollars),150131.2
2011,Wyoming,Chain-type quantity indexes for real GDP,102.348
2011,Wyoming,Compensation (millions of dollars),16163.6
2012,Alabama,Chain-type quantity indexes for real GDP,100
2012,Alabama,Compensation (millions of dollars),100372.5
2012,Alaska,Chain-type quantity indexes for real GDP,100
2012,Alaska,Compensation (millions of dollars),25739.1
2012,Arizona,Chain-type quantity indexes for real GDP,100
2012,Arizona,Compensation (millions of dollars),145243.2
2012,Arkansas,Chain-type quantity indexes for real GDP,100
