Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
8/3/2008,Canberra,2.3,12.8,0,2.2,9.6,WNW,35,ENE,WNW,4,24,70,48,1021.2,1018.1,1,1,7.8,11.6,No,0,No
8/4/2008,Canberra,-2,12.3,0,2.4,5.8,W,31,ESE,W,4,19,81,60,1020.9,1018.3,1,7,2.6,9.1,No,0,No
8/6/2008,Canberra,4.8,14.1,4,1.6,8.3,S,48,S,SSE,30,22,67,48,1018.2,1017.6,5,1,8.9,13.6,Yes,0,No
8/7/2008,Canberra,-0.6,11.1,0,3,5,NNW,41,SE,N,7,26,89,78,1018.4,1015.9,7,7,3.8,5.7,No,1.2,Yes
8/8/2008,Canberra,3.1,12.5,1.2,1.4,7.2,N,43,WNW,N,6,30,69,62,1019.8,1019.1,6,2,7.6,11.3,Yes,0,No
8/9/2008,Canberra,-2.9,9.6,0,1.8,7.3,NW,43,N,NW,6,24,76,70,1022.4,1019,1,6,5.6,8.1,No,0.4,No
8/10/2008,Canberra,-3.5,7.6,0.4,2.4,4.7,NW,50,NW,NW,30,24,92,68,1014.8,1012.6,8,6,3.3,5.1,No,0.4,No
8/11/2008,Canberra,-0.3,9.3,0.4,1.4,9.9,N,39,NNW,N,9,30,72,60,1017.4,1016.6,1,1,4.7,8.3,No,0,No
8/12/2008,Canberra,0.1,10.4,0,1.8,7.9,WNW,59,NW,WNW,22,24,69,63,1021.3,1020.1,1,6,7,8.6,No,0,No
8/13/2008,Canberra,2.3,12.2,0,2.8,9.8,WNW,44,WNW,NW,20,30,58,41,1024.2,1022.4,1,1,6.5,10.4,No,0,No
8/14/2008,Canberra,2.1,10.7,0,3.4,9.4,NW,59,NNW,WNW,28,39,59,45,1022.2,1018.2,1,1,6.2,9.5,No,0,No
8/15/2008,Canberra,4.6,14.7,0,4.4,8.4,WNW,52,WNW,NW,28,33,54,51,1014.7,1012.4,1,3,9.2,12,No,0,No
8/16/2008,Canberra,3.7,14.2,0,3,10,NNW,46,WNW,WSW,24,28,52,27,1012.7,1011.8,1,1,8.7,13.5,No,0,No
8/17/2008,Canberra,-1.3,11.6,0,4,10.4,N,30,ESE,NNW,9,17,59,35,1023.3,1022,0,1,4.5,10.8,No,0,No
8/18/2008,Canberra,-3.4,12.5,0,3,6.8,SSE,48,NNW,WNW,7,30,89,30,1025.2,1021.8,6,7,1.4,11.2,No,0,No
8/19/2008,Canberra,-5.3,13.1,0,2.2,7.9,NW,33,N,NNW,4,20,94,47,1029.6,1025.6,6,6,0.1,12.2,No,0,No
8/20/2008,Canberra,0,14,0,2.4,4.7,WNW,39,NNW,WNW,13,24,60,36,1027.3,1024.4,7,7,7.9,12.4,No,0,No
8/21/2008,Canberra,2.4,14.1,0,3,1.8,NW,46,NNW,NW,15,30,50,27,1021.4,1017.8,8,8,8.6,13.2,No,0,No
8/22/2008,Canberra,-0.6,12.2,0,2.6,7,S,59,S,S,15,26,66,44,1018.5,1016.8,8,5,6.9,10.7,No,0,No
8/23/2008,Canberra,2.3,11.6,0,5.4,9.5,S,54,SSW,ESE,30,17,49,38,1025.9,1025.5,1,1,6.7,11.1,No,0,No
8/24/2008,Canberra,-3.7,14.4,0,2.6,10.4,NNW,22,N,NNW,2,11,64,28,1031,1028,0,0,5.2,14,No,0,No
8/25/2008,Canberra,-0.9,14.2,0,2.6,7.8,WNW,31,SSW,N,7,19,82,34,1030.2,1024.4,7,6,5.3,12.8,No,0,No
8/28/2008,Canberra,-0.1,14.7,0,3.4,9.9,ENE,30,SE,NE,6,15,60,43,1029.9,1025.9,1,5,7.2,12.3,No,0,No
8/30/2008,Canberra,0.5,16.3,0,1.8,4.1,NNW,39,SSW,WSW,4,6,81,45,1023.7,1017.5,7,8,6.2,15.4,No,4,Yes
8/31/2008,Canberra,6.1,17.2,4,2.2,2.4,NW,59,NW,WNW,24,15,89,85,1011.2,1010.4,7,7,13.5,12.6,Yes,7.4,Yes
9/1/2008,Canberra,4.1,14.8,7.4,2.6,10.8,NW,46,NW,W,20,28,60,34,1023.2,1021.7,1,1,8.8,14.3,Yes,0,No
9/2/2008,Canberra,0.1,16.7,0,3.8,10.2,WNW,28,ESE,NNE,2,13,69,44,1027,1024.8,1,4,9,14.9,No,0,No
9/3/2008,Canberra,3.2,12.1,0,2.8,3.9,ESE,41,SE,SE,17,20,69,51,1033.6,1033.2,7,5,9.3,11.1,No,0.2,No
9/4/2008,Canberra,5.4,11.3,0.2,2.2,0.6,ENE,35,SE,ESE,11,17,65,61,1035.7,1031.9,7,7,8.3,10.2,No,0,No
9/5/2008,Canberra,5.8,12.4,0,1.6,0,SE,26,SSE,ESE,13,13,79,73,1027.3,1023.5,8,8,8.7,10.8,No,0,No
9/6/2008,Canberra,6.3,16.1,0,1.8,2.9,S,35,S,S,19,24,63,33,1019.7,1016.2,7,7,10,15.7,No,0,No
9/7/2008,Canberra,-0.9,16.7,0,2.8,8.6,NW,35,WNW,NW,7,22,84,33,1018.1,1013.9,7,7,6.4,15.5,No,1,No
9/9/2008,Canberra,-3.7,14.7,0,3.4,10.9,SSE,43,SE,N,9,22,53,25,1025.8,1020.9,0,0,5.5,13.4,No,0,No
9/10/2008,Canberra,-2.7,15.2,0,4,9.7,N,30,SW,WNW,6,20,62,35,1022.8,1017.9,1,2,6.3,14.9,No,0,No
9/11/2008,Canberra,-2.5,16.6,0,3,9.9,NW,31,NE,N,4,20,68,20,1018.8,1013.9,1,1,6,16.3,No,0,No
9/12/2008,Canberra,-0.5,21.6,0,5,9.9,NW,48,NNE,NW,9,26,44,27,1014.6,1010.9,7,5,11.9,21.5,No,0,No
9/13/2008,Canberra,9,25.5,0,5.6,10.2,NW,50,N,NW,20,26,47,31,1015.3,1011.4,3,1,17.5,25.1,No,9.8,Yes
9/14/2008,Canberra,13.1,19.4,9.8,8.8,6,NNW,67,N,NW,39,30,71,43,1007.3,1006,7,1,16.7,18.2,Yes,1.6,Yes
9/15/2008,Canberra,8.7,19.7,1.6,5.2,8,NW,98,NW,NNW,31,52,63,33,1009.1,1001.5,3,6,15.6,18.5,Yes,3.4,Yes
9/16/2008,Canberra,3.9,13.2,3.4,6.6,11,WNW,65,WNW,WNW,26,31,53,33,1017,1017.6,3,1,7.1,12.2,Yes,0,No
9/17/2008,Canberra,0.7,14.1,0,5.6,9,ENE,20,SSW,NNW,6,7,69,43,1026.7,1022.1,7,1,7.4,13.7,No,0,No
9/18/2008,Canberra,1.1,18,0,1.6,8.6,NNW,39,NNW,NNW,2,28,82,36,1021,1015.6,4,1,7,17.8,No,0,No
9/19/2008,Canberra,5.1,23.3,0,3.6,10.3,NW,44,N,NW,9,28,54,30,1016.4,1011.7,1,1,16.4,22.4,No,0,No
9/20/2008,Canberra,7.5,23.3,0,6.8,10.9,WNW,65,N,NW,15,41,46,15,1012.5,1010.9,1,0,18.3,21.3,No,0,No
9/21/2008,Canberra,4.7,19.5,0,10,11,NNW,46,NNE,NNW,13,33,42,25,1018.7,1015.1,1,0,14.5,18.3,No,0,No
9/22/2008,Canberra,3.2,21.9,0,6.8,5.2,NW,80,SSE,NW,2,20,51,50,1012.1,1006.5,1,8,15.9,21,No,17.4,Yes
9/23/2008,Canberra,7.8,16.2,17.4,6.4,7.9,NW,50,NW,N,15,22,73,44,1016.7,1017.8,7,1,8,14.3,Yes,0,No
9/24/2008,Canberra,2.4,17.3,0,2.2,11.3,E,31,SSE,SW,4,6,67,33,1030.5,1027.7,1,1,10.7,16.5,No,0,No
9/25/2008,Canberra,3.2,18.7,0,2.6,11.1,N,31,E,NNW,4,13,70,32,1032.2,1026.9,1,1,11,18.1,No,0,No
9/26/2008,Canberra,2.5,20.9,0,3.6,10.6,NNW,44,NW,WNW,20,26,48,35,1025.4,1020.6,2,6,15.4,20,No,0,No
9/27/2008,Canberra,6.5,25.7,0,4.8,10.5,NNW,50,NNW,NW,2,24,62,25,1022.8,1016.4,5,1,15.9,24.7,No,0,No
9/28/2008,Canberra,14.4,24.3,0,9.4,11.1,WNW,52,NW,NW,31,30,36,25,1010.5,1009.9,1,1,20.4,23,No,0,No
9/29/2008,Canberra,4.9,18.9,0,9.6,9.4,NW,44,S,NW,6,22,41,32,1015.2,1013.9,2,7,14.9,16,No,0,No
9/30/2008,Canberra,2.3,16.8,0,4.8,11.4,N,41,NNW,NNW,6,28,52,34,1019.8,1017,2,1,9.8,16.3,No,0,No
10/1/2008,Canberra,1.4,20.6,0,5.4,11.1,N,46,SW,N,6,30,56,16,1020.8,1015.4,5,1,11.3,19.5,No,0,No
10/2/2008,Canberra,5.6,27.6,0,5.2,11,NW,46,NNW,NW,15,28,44,21,1017.7,1014.1,0,0,19,26.7,No,0,No
10/3/2008,Canberra,16.8,28.9,0,10,10.8,NNW,70,NW,NW,31,41,44,22,1016.3,1011.8,1,1,22.5,28.4,No,7.6,Yes
10/4/2008,Canberra,14.4,20.7,7.6,9.4,4.9,NNW,33,NNW,NNW,20,19,94,65,1015.5,1013.2,8,4,14.5,19.3,Yes,3,Yes
10/5/2008,Canberra,10.3,21.3,3,4.2,6.7,NNW,43,ENE,N,7,19,79,46,1018.1,1013.6,8,1,11.7,19.8,Yes,0,No
10/6/2008,Canberra,11.2,18,0,4.8,8.4,W,65,N,W,24,33,65,40,1009.5,1005.3,5,4,12.8,16.2,No,8.2,Yes
10/7/2008,Canberra,0.3,16,8.2,5.4,11.8,NW,57,NNW,N,11,28,68,45,1016.8,1013.3,1,1,6.9,14.6,Yes,0,No
10/8/2008,Canberra,0.5,17.9,0,5.8,11.5,N,44,NNE,NNW,2,26,72,33,1019.1,1017.5,0,1,7.2,16.6,No,0,No
10/9/2008,Canberra,0.5,20,0,6.2,11.5,NNW,31,S,N,2,9,69,22,1026.2,1024.2,0,1,8.1,18.8,No,0,No
10/10/2008,Canberra,4.6,22,0,4.4,11,N,41,NNW,N,6,19,82,25,1028.8,1024.9,1,2,10,21.4,No,0,No
10/11/2008,Canberra,8.2,22.4,0,5.4,11.2,NW,31,SSW,NW,2,17,70,30,1027.8,1023.8,1,3,13.6,20.6,No,0,No
10/12/2008,Canberra,4.5,23.9,0,4.8,11.7,NW,30,ENE,NNW,4,11,67,27,1025.8,1021.5,0,4,12.6,22.3,No,0,No
10/13/2008,Canberra,6.7,26.1,0,6.2,7.5,SSW,70,NE,NNW,6,33,56,47,1020.9,1016,4,7,16.3,23.2,No,13.2,Yes
10/15/2008,Canberra,9.2,19.6,0.6,3.4,10.4,ENE,31,SSE,NNW,4,7,71,42,1022.3,1019.7,7,4,11.6,18.4,No,0,No
10/16/2008,Canberra,4.4,21,0,4.2,12.2,NW,28,SW,NW,2,9,73,30,1025.7,1022.3,1,1,9.6,19.2,No,0,No
10/18/2008,Canberra,6.7,24.7,0,5.4,8.6,NW,43,N,NW,4,20,80,31,1025.7,1022.2,1,7,12.7,23.7,No,0,No
10/19/2008,Canberra,8.3,28.5,0,5.8,9.8,NW,46,W,NW,2,26,66,30,1024.1,1019.8,1,6,16.8,27.4,No,0.2,No
10/20/2008,Canberra,11.3,27.4,0.2,7.6,12.1,NW,52,SE,NW,6,31,60,20,1021.4,1017.5,1,1,16.4,26.3,No,0,No
10/21/2008,Canberra,9,20.6,0,9,6.2,ENE,39,S,SW,11,11,54,28,1022.3,1018.6,7,5,11.4,18.5,No,0.8,No
10/22/2008,Canberra,3.4,15,0.8,4.8,11.7,S,70,S,S,35,37,43,24,1023.4,1023.1,1,5,8.3,14.3,No,0,No
10/23/2008,Canberra,3.2,18,0,7.4,12.2,SSE,48,SSE,S,26,15,47,25,1026.6,1022.8,1,2,9.1,16.3,No,0,No
10/24/2008,Canberra,0.9,20.7,0,5.4,8.4,NNW,39,SSE,N,2,17,71,29,1023.2,1018.4,3,8,9.4,19.1,No,0,No
10/25/2008,Canberra,3.3,25.5,0,5.2,10.8,N,43,N,NNW,4,19,57,16,1018.8,1014.6,0,3,12,24.8,No,0,No
10/27/2008,Canberra,9,30.7,0,7.6,12.1,NNW,76,SSE,NW,7,50,38,15,1016.1,1010.8,1,3,20.4,30,No,0,No
10/28/2008,Canberra,7.1,28.4,0,11.6,12.7,N,48,NNW,NNW,2,19,45,22,1020,1016.9,0,1,17.2,28.2,No,0,No
10/29/2008,Canberra,12.5,19.9,0,8.4,5.3,ESE,43,ENE,ENE,11,9,63,47,1024,1022.8,3,2,14.5,18.3,No,0,No
10/30/2008,Canberra,12.5,26.9,0,5,7.1,NW,46,SSW,WNW,6,28,69,39,1021,1016.2,6,7,15.8,25.9,No,0,No
10/31/2008,Canberra,12.3,30.2,0,6,12.6,NW,78,NW,WNW,31,35,43,13,1009.6,1009.2,1,1,23.8,28.6,No,0,No
11/1/2008,Canberra,10.5,20.6,0,13,7.7,ENE,41,ESE,NE,4,20,69,48,1021.2,1021.5,7,6,16.3,19.7,No,0,No
11/2/2008,Canberra,11.4,25.3,0,5.2,4.6,NNE,39,ESE,NNW,7,24,71,37,1023.8,1017.5,8,7,13.4,24.4,No,16,Yes
11/3/2008,Canberra,13.2,23.5,16,6.2,10.1,W,61,WNW,W,15,31,68,33,1010.4,1008.3,7,5,18.3,22.9,Yes,0,No
11/4/2008,Canberra,8.4,21.1,0,7.6,11.8,ENE,43,SSE,E,28,9,45,23,1016.2,1013.7,1,1,11.9,18.4,No,0,No
11/5/2008,Canberra,7.6,20.8,0,6.2,5.5,NNW,39,NNE,NNW,6,19,64,47,1013.5,1010,7,7,12.3,17.4,No,0,No
11/6/2008,Canberra,6.6,25.7,0,5.4,12.4,NW,57,NE,WNW,2,33,52,29,1010.1,1006.7,7,3,15.1,24.6,No,0,No
11/7/2008,Canberra,8,21.1,0,8.6,0,NW,26,S,WSW,6,11,72,42,1014,1009.6,8,8,12.6,20.7,No,8.4,Yes
11/8/2008,Canberra,12.6,18.5,8.4,2.8,3.7,WNW,54,WNW,WNW,28,30,70,42,1003.1,1005.1,8,7,15.1,16.4,Yes,0,No
11/9/2008,Canberra,6.4,23,0,5.4,13.1,N,33,N,NNW,4,13,67,28,1017.5,1016.7,1,1,13.6,21.9,No,0,No
11/10/2008,Canberra,11.9,26.7,0,6.6,10.5,ENE,33,S,WNW,4,9,67,29,1024.1,1020.2,7,1,15.8,25.2,No,0,No
11/11/2008,Canberra,11.2,27.2,0,6.6,12.3,N,28,ENE,N,11,13,64,17,1023.3,1018.3,1,6,16.3,25.8,No,0,No
11/12/2008,Canberra,11.1,30.4,0,7.8,11.6,ENE,39,E,WNW,2,11,59,19,1019.2,1014.9,5,3,18.4,28.9,No,0,No
11/13/2008,Canberra,11.8,30.8,0,7.6,10.9,NNW,33,W,N,7,22,65,17,1018.6,1013.5,3,6,18.8,29.3,No,0,No
11/14/2008,Canberra,14.3,32.9,0,8.2,9.8,NNW,61,N,WNW,13,30,35,21,1013.9,1009.5,7,6,23.8,31.9,No,3.2,Yes
11/15/2008,Canberra,15.7,27.3,3.2,11.2,11.6,NW,48,NNW,WNW,15,30,47,17,1012.7,1011.1,3,3,20.1,27.1,Yes,0,No
11/16/2008,Canberra,7.3,24.5,0,10.2,12.3,ENE,52,NE,N,6,11,53,19,1015.8,1013.1,2,1,15.9,23.2,No,0,No
11/17/2008,Canberra,9.6,24.6,0,8,12.1,ENE,52,NNE,SSW,7,9,54,22,1019.1,1014.1,6,1,13.4,22.1,No,0,No
11/18/2008,Canberra,12.5,22.2,0,8.2,2,ESE,26,NW,NNE,4,2,57,44,1015.5,1011.5,7,8,17.3,21.5,No,0,No
11/19/2008,Canberra,15.2,22.6,0,2.6,1.4,E,24,E,SE,13,6,67,64,1010.4,1006.9,7,8,18,21.2,No,11.6,Yes
11/20/2008,Canberra,14.4,22.6,11.6,1,7.7,WNW,54,NNW,NNW,30,20,75,84,1000.4,998.5,7,7,16.9,17.8,Yes,0.4,No
11/21/2008,Canberra,10.3,23,0.4,5.4,11.2,W,50,WNW,WNW,20,28,49,34,1000.8,997.3,1,7,15.9,20.3,No,3,Yes
11/22/2008,Canberra,7.1,13.1,3,10,6.3,WNW,67,WNW,WNW,22,33,62,49,991.5,990.2,4,7,8.8,11.3,Yes,13.8,Yes
11/23/2008,Canberra,5,16,13.8,6.6,4.2,SSW,70,SW,S,17,37,77,53,987.4,993.9,7,7,8.8,15,Yes,3,Yes
11/24/2008,Canberra,8.8,22.2,3,3.6,10.1,S,44,SSW,NE,20,7,45,30,1004.3,1003.8,3,6,14.7,21.1,Yes,0,No
11/25/2008,Canberra,10.3,19.5,0,6.4,10.7,SE,39,ESE,ESE,15,13,46,37,1014.9,1013.6,7,6,14.1,18.6,No,0,No
11/26/2008,Canberra,9.4,21.5,0,5,6.6,N,31,E,NE,9,13,67,49,1015.7,1011.6,8,4,12.3,19.4,No,0,No
11/27/2008,Canberra,9.8,27.9,0,4.8,8.7,WNW,52,WSW,NNW,7,17,69,33,1012.3,1006.7,2,1,15.1,26.4,No,9.2,Yes
11/28/2008,Canberra,13.4,26.1,9.2,7.6,5,WNW,70,SE,N,2,17,78,49,1004.9,1000.8,7,8,18.9,25.6,Yes,15.4,Yes
11/29/2008,Canberra,14.8,23.9,15.4,5.6,10.3,WNW,48,NW,W,13,30,60,37,1002.3,1001.6,3,5,18.6,22.6,Yes,3.4,Yes
11/30/2008,Canberra,8.3,21.5,3.4,6.6,13.6,WNW,48,WNW,WNW,20,31,58,31,1009.3,1007.4,3,1,15.4,20.6,Yes,0,No
12/1/2008,Canberra,13.6,25.2,0,9.6,13,WNW,80,WNW,NW,26,43,31,28,1006.3,1004.4,1,6,19.9,23.9,No,0,No
12/2/2008,Canberra,5.6,24.5,0,13,13.2,NNW,46,NW,NW,7,26,41,19,1009.5,1006.7,1,4,16.8,23.9,No,0,No
12/3/2008,Canberra,9.1,25.6,0,10.2,13.2,W,54,NW,WNW,13,24,29,22,1006.5,1006.6,2,6,19.6,25.5,No,0,No
12/4/2008,Canberra,11.2,24.4,0,11,10.8,ENE,43,NE,E,17,9,62,32,1018.3,1014.5,5,7,14.7,23.3,No,0.4,No
12/5/2008,Canberra,14.6,29.5,0.4,6.6,8.1,NW,39,NE,NW,2,22,82,35,1012.2,1007.8,7,5,17.4,28.3,No,0,No
12/7/2008,Canberra,16.5,26.6,0,12.4,12.3,WNW,57,W,WNW,24,28,33,10,1007.6,1006.2,2,1,20.9,25.3,No,0,No
12/8/2008,Canberra,12,26.5,0,12.8,12.9,NW,50,NE,NNW,6,22,62,19,1013.2,1008.8,7,1,15.7,25,No,0,No
12/9/2008,Canberra,9.3,28.9,0,8,8.1,NNW,54,NNW,WNW,11,28,61,9,1010.1,1005.1,6,7,18.1,27.7,No,0,No
12/10/2008,Canberra,15,23.4,0,10.8,8.8,ESE,41,E,SE,15,20,59,46,1007.3,1007.4,7,7,18.3,22.3,No,0,No
12/11/2008,Canberra,13.3,22.7,0,6.6,6.6,ENE,44,ENE,ENE,15,24,69,44,1012.8,1012,7,6,15.9,21.6,No,4.6,Yes
12/12/2008,Canberra,12.6,21.8,4.6,6.2,0,ENE,22,NE,ENE,2,11,91,90,1012.9,1006.9,8,8,13.3,14.8,Yes,55.4,Yes
12/13/2008,Canberra,13.2,23,55.4,3.6,10.2,NNW,83,NW,WNW,35,48,58,53,993.9,993.2,3,6,21.3,20.1,Yes,0,No
12/14/2008,Canberra,12.1,19.5,0,9.2,5.8,WNW,48,WNW,WNW,26,30,56,47,996.9,997.4,6,6,15,18.5,No,0,No
12/15/2008,Canberra,10.8,23.4,0,6.6,12.9,SSW,43,SSE,NNW,17,28,47,34,1007.1,1006.4,3,3,15.2,22,No,0,No
12/16/2008,Canberra,7.8,25.2,0,7,13.3,WNW,46,SW,WNW,2,31,64,29,1011.9,1009.4,1,1,14.9,24.2,No,0,No
12/17/2008,Canberra,10.3,24.7,0,9.6,4.5,W,50,NW,S,4,30,55,87,1011,1008.6,6,7,18.8,16.8,No,7.8,Yes
12/18/2008,Canberra,13.1,25.3,7.8,3.8,9.3,NW,72,W,WNW,9,33,73,33,1004.6,1001.1,2,4,17.6,24.4,Yes,0.6,No
12/19/2008,Canberra,8.5,21.2,0.6,6.8,12.9,S,50,NW,SSE,20,15,44,35,1005.9,1006.7,2,2,15.2,19.2,No,0,No
12/20/2008,Canberra,7.2,21.2,0,8.4,12.6,E,35,S,SE,11,9,53,34,1018.5,1017,1,6,13.3,19.3,No,0,No
12/21/2008,Canberra,9.3,24.6,0,5.8,13.1,NNE,39,N,NNW,9,11,59,25,1020.5,1016.5,1,1,14.7,23.5,No,0,No
12/24/2008,Canberra,13.7,20.4,15,6.8,1.4,ENE,26,ENE,NE,9,17,81,70,1013.2,1011.6,8,8,15.3,19,Yes,0,No
12/25/2008,Canberra,10.8,29,0,2.4,11.5,ENE,39,S,WNW,6,13,73,30,1013.8,1011.1,1,2,17.2,26.6,No,0,No
12/26/2008,Canberra,14.2,30.8,0,6.8,11,WSW,46,S,WSW,4,17,77,23,1013.2,1009.6,7,1,18.1,29.2,No,0,No
12/28/2008,Canberra,13.2,29.7,33,9.2,12.5,WNW,48,NNW,WNW,20,26,79,34,1007,1002.8,7,3,20.1,28.9,Yes,0,No
12/30/2008,Canberra,11.6,21.8,0,8.4,10.6,WSW,52,NNW,WNW,26,28,50,44,1002.4,1002.1,1,7,18.1,18.4,No,0,No
12/31/2008,Canberra,13.5,24,0,9.8,13.4,WNW,44,WNW,WNW,19,24,38,25,1002.8,1002.8,1,1,17.3,23,No,0,No
1/1/2009,Canberra,12.6,27.1,0,10.6,13.3,W,65,NW,WNW,26,41,37,24,1003.1,1001.1,1,1,19.7,26.2,No,0,No
1/2/2009,Canberra,12.7,23.8,0,13.6,13.4,E,52,NNW,N,7,22,27,16,1010.2,1010.2,1,1,16.3,22.4,No,0,No
1/3/2009,Canberra,10,26.1,0,8.8,13.4,NE,31,NNE,NE,15,6,63,32,1019.5,1015.3,7,1,13.5,23.2,No,0,No
1/4/2009,Canberra,10.5,30.7,0,6,11.3,W,35,N,NW,6,11,70,35,1016.5,1012.4,1,5,17.3,28.7,No,0,No
1/5/2009,Canberra,13.9,31.8,0,7,13.6,W,43,WNW,WNW,6,24,53,11,1012.8,1009.8,1,5,22.9,31.1,No,0,No
1/6/2009,Canberra,10.4,34.7,0,11.2,13.5,WNW,52,W,WNW,2,28,45,7,1012.1,1008.4,0,0,20.2,33.7,No,0,No
1/7/2009,Canberra,12.4,36,0,13,9.2,NW,70,S,NW,4,35,40,15,1009.2,1004,1,4,21.8,34.5,No,0,No
1/8/2009,Canberra,16.5,26.7,0,12.8,10.2,E,50,ENE,NNE,11,19,75,37,1011.5,1008.7,7,1,17.7,26.4,No,0,No
1/9/2009,Canberra,11.4,21.5,0,7.4,11.4,ENE,44,SSE,SE,13,15,60,33,1019,1016,5,3,13.9,20.4,No,0,No
1/10/2009,Canberra,8.4,24.5,0,7,10.3,E,39,ENE,NNE,11,9,63,34,1015.2,1010.4,2,7,13.9,22.2,No,0,No
1/11/2009,Canberra,9.5,29.3,0,6.4,9.6,NNW,44,WSW,NNW,6,26,66,26,1012,1007.6,1,6,17.2,28.3,No,2,Yes
1/12/2009,Canberra,13.8,27.3,2,8,13.3,ENE,43,SSE,NE,4,20,74,45,1014.9,1013.8,1,1,19.6,26,Yes,0,No
1/13/2009,Canberra,15.8,33.8,0,8.6,11.3,NW,39,SSE,WNW,6,13,68,29,1017.8,1013.1,6,1,20.1,30.8,No,0,No
1/14/2009,Canberra,15.5,37.6,0,9.2,13.4,NW,50,NNW,WNW,7,22,36,18,1014.6,1010.7,0,1,27.1,36,No,0,No
1/15/2009,Canberra,17.8,37.7,0,12.6,12.3,NNW,61,NW,NW,24,33,27,15,1010.4,1006.9,1,5,29.1,36.8,No,0,No
1/16/2009,Canberra,14.6,29.4,0,14.4,13.2,WNW,57,N,W,11,31,58,8,1011.5,1008.8,1,1,19.4,28.6,No,0,No
1/17/2009,Canberra,7.9,25,0,14.6,13.3,ENE,44,SSE,SSE,19,9,37,12,1019.4,1017,1,1,13.2,23.1,No,0,No
1/18/2009,Canberra,8,29.2,0,8.8,12.9,E,41,WNW,NE,6,9,63,23,1020.6,1016.7,1,1,14.2,27.1,No,0,No
1/19/2009,Canberra,11.5,33.1,0,7.2,13.3,NNW,43,SSW,WNW,4,13,55,14,1017.4,1012.1,1,1,18.9,31.4,No,0,No
1/20/2009,Canberra,14.9,34.3,0,10.4,8.8,NNE,106,NW,SSW,4,22,42,40,1013.9,1009.6,1,7,25.1,28.3,No,21.2,Yes
1/21/2009,Canberra,16.7,34.1,21.2,11,12.1,N,44,N,WNW,4,22,71,27,1012,1008.2,1,1,22.3,32.7,Yes,0,No
1/22/2009,Canberra,19.9,29,0,11.2,6.5,NW,63,NW,NNW,31,41,58,47,1008.1,1003.5,7,7,22.7,27,No,18.6,Yes
1/23/2009,Canberra,18.7,31.3,18.6,9,11,NW,94,NW,NNW,24,33,78,44,1008.6,1006.7,3,5,23.5,30.3,Yes,10.2,Yes
1/24/2009,Canberra,17.7,29.4,10.2,8,12.8,WNW,63,NW,WNW,28,24,72,22,1004.3,1007.1,2,2,24.2,28.4,Yes,0,No
1/25/2009,Canberra,15.1,27.7,0,11.2,7.9,E,33,ENE,SSE,13,6,75,51,1018.7,1016.5,8,0,15.7,23.9,No,0,No
1/26/2009,Canberra,13.2,31.2,0,5.2,13,ENE,48,SSW,ENE,6,20,68,30,1019,1017,0,1,20.2,30.5,No,0,No
1/27/2009,Canberra,16.7,32.2,0,9.6,9.2,NW,28,S,NNW,6,9,79,44,1020.9,1017.2,8,1,19.1,28.8,No,0,No
1/28/2009,Canberra,17.4,34.8,0,6.8,13,ENE,35,SW,WSW,4,6,73,25,1017.5,1013.9,0,2,23.1,34.2,No,0,No
1/29/2009,Canberra,18.5,37,0,10.4,12.9,ESE,39,SSE,NNE,4,7,47,20,1017.5,1013.5,0,1,24.8,36.1,No,0,No
1/30/2009,Canberra,16.4,37.2,0,11,13.1,ENE,30,SE,N,6,11,52,20,1017.3,1013.2,0,1,23.5,35.5,No,0,No
1/31/2009,Canberra,15.7,38.2,0,10,12.7,E,31,NE,N,2,7,63,18,1016.7,1012.8,1,1,22.4,36.4,No,0,No
2/1/2009,Canberra,19,31.9,0,10.6,11.8,E,43,SE,ENE,9,20,38,23,1016.1,1014.7,1,1,25.8,31.2,No,0,No
2/2/2009,Canberra,17,34.7,0,10.6,10.2,SSE,48,ENE,NNW,6,17,70,29,1015.4,1009.7,6,5,21.8,32.9,No,0.6,No
2/3/2009,Canberra,17.5,31,0.6,10.2,7.8,E,44,SE,ESE,7,31,62,47,1010.9,1009.7,1,6,23.6,28.4,No,0,No
2/4/2009,Canberra,17.4,33.8,0,8,9,E,48,ESE,NW,6,9,73,35,1011.6,1007,7,6,20.7,31.4,No,0,No
2/5/2009,Canberra,18.7,37.4,0,7,12.7,ESE,46,NNW,WNW,2,20,71,24,1008.8,1005.4,1,3,23.2,36.2,No,0,No
2/6/2009,Canberra,21,39.6,0,12.4,12.7,WNW,43,SE,WNW,6,24,43,16,1011,1006.8,4,1,26.4,38.5,No,0,No
2/7/2009,Canberra,20.4,40,0,12.4,12.7,NW,59,NE,NW,2,37,56,16,1013.1,1008.9,0,1,26.7,39.5,No,0,No
2/9/2009,Canberra,17.3,26,0,14.6,6.7,ENE,41,E,NNE,17,11,74,50,1011.9,1009.1,8,7,18.1,24.7,No,0,No
2/10/2009,Canberra,12.5,23.8,0,4.6,4.4,ENE,35,SE,ENE,13,13,77,58,1011.3,1009.1,8,6,14,21.5,No,0,No
